processing_id	pmid
PID:0000190	39243676
PID:0000191	39558044
PID:0000192	39269728
PID:0000193	39368193
PID:0000194	39487405
PID:0000195	39401629
PID:0000196	39304747
PID:0000197	39285510
PID:0000198	39276915
PID:0000199	39269653
PID:0000200	39106646
PID:0000201	38987197
PID:0000202	38777770
PID:0000203	37465893
PID:0000204	39519775
PID:0000205	39446384
PID:0000206	39116492
PID:0000207	39445005
PID:0000208	39382267
PID:0000209	39111631
PID:0000210	39105355
PID:0000211	39037058
PID:0000212	39017915
PID:0000213	39333557
PID:0000214	39213515
PID:0000215	39292803
PID:0000216	39260932
PID:0000217	39260931
PID:0000218	39337475
PID:0000219	38877657
PID:0000220	39182988
PID:0000221	39271664
PID:0000222	39101792
PID:0000223	39300946
PID:0000224	39226631
PID:0000225	39122923
PID:0000226	39080486
PID:0000227	38456388
PID:0000228	39330281
PID:0000229	39273449
PID:0000230	39198565
PID:0000231	38758134
PID:0000232	39152101
PID:0000233	38969421
PID:0000234	38703776
PID:0000235	38031400
PID:0000236	39202384
PID:0000237	38994555
PID:0000238	39164985
PID:0000239	39156890
PID:0000240	39074261
PID:0000241	38824438
PID:0000242	38823352
PID:0000243	38734979
PID:0000244	39041660
PID:0000245	38953631
PID:0000246	38829136
PID:0000247	39020051
PID:0000248	38953491
PID:0000249	38862068
PID:0000250	39099607
PID:0000251	38721992
PID:0000252	38625546
PID:0000253	38599123
PID:0000254	38382634
PID:0000255	38345243
PID:0000256	37683725
PID:0000257	38952341
PID:0000258	39000114
PID:0000259	38948207
PID:0000260	38979421
PID:0000261	38457748
PID:0000262	38928139
PID:0000263	38847917
PID:0000264	38698681
PID:0000265	38567703
PID:0000266	38782868
PID:0000267	38772281
PID:0000268	38720518
PID:0000269	38696648
PID:0000270	38677453
PID:0000271	38658783
PID:0000272	38582455
PID:0000273	38508723
PID:0000274	38873803
PID:0000275	38840920
PID:0000276	38354538
PID:0000277	38719812
PID:0000278	38776134
PID:0000279	38584178
PID:0000280	38369265
PID:0000281	37666495
PID:0000282	38678117
PID:0000283	38387051
PID:0000284	38289706
PID:0000285	38785920
PID:0000286	38654325
PID:0000287	38711500
PID:0000288	38675717
PID:0000289	38673784
PID:0000290	38587076
PID:0000291	38612906
PID:0000292	38485271
PID:0000293	38321872
PID:0000294	38548747
PID:0000295	38503797
PID:0000296	38498590
PID:0000297	38498504
PID:0000298	37574956
PID:0000299	38480740
PID:0000300	38373007
PID:0000301	38346531
PID:0000302	38309308
PID:0000303	38301927
PID:0000304	38225756
PID:0000305	38197965
PID:0000306	38176728
PID:0000307	38135754
PID:0000308	38084450
PID:0000309	38321945
PID:0000310	38270503
PID:0000311	38326303
PID:0000312	38141764
PID:0000313	38064497
PID:0000314	37996057
PID:0000315	37875652
PID:0000316	38296851
PID:0000317	38252815
PID:0000318	38281033
PID:0000319	38287814
PID:0000320	38240984
PID:0000321	38163666
PID:0000322	38088868
PID:0000323	38181743
PID:0000324	39121127
PID:0000325	38753144
PID:0000326	38549029
PID:0000327	38347427
PID:0000328	38347421
PID:0000329	38347414
PID:0000330	38347411
PID:0000331	38219719
PID:0000332	38159375
PID:0000333	38148046
PID:0000334	38039697
PID:0000335	37656214
PID:0000336	37861315
PID:0000337	38062108
PID:0000338	38050649
PID:0000339	37861877
PID:0000340	37812281
PID:0000341	37260026
PID:0000342	37824707
PID:0000343	38003679
PID:0000344	37922253
PID:0000345	37820924
PID:0000346	37801920
PID:0000347	37742510
PID:0000348	37690164
PID:0000349	37634467
PID:0000350	37058166
PID:0000351	36648436
PID:0000352	38002271
PID:0000353	37965342
PID:0000354	37848408
PID:0000355	37824645
PID:0000356	37798282
PID:0000357	37641533
PID:0000358	37486674
PID:0000359	37462780
PID:0000360	37481068
PID:0000361	37841251
PID:0000362	37735247
PID:0000363	37762527
PID:0000364	37550801
PID:0000365	37341676
PID:0000366	37685842
PID:0000367	37216646
PID:0000368	37561789
PID:0000369	37608794
PID:0000370	37477396
PID:0000371	37364630
PID:0000372	37357420
PID:0000373	37280393
PID:0000374	37439544
PID:0000375	37322584
PID:0000376	37230719
PID:0000377	37186116
PID:0000378	37767873
PID:0000379	37540936
PID:0000380	37132100
PID:0000381	37072097
PID:0000382	37042462
PID:0000383	36976478
PID:0000384	36925070
PID:0000385	37446562
PID:0000386	37279388
PID:0000387	36694402
PID:0000388	36892535
PID:0000389	37316505
PID:0000390	37342334
PID:0000391	37264420
PID:0000392	37498074
PID:0000393	37169080
PID:0000394	37057964
PID:0000395	36995542
PID:0000396	37371460
PID:0000397	36728830
PID:0000398	37215111
PID:0000399	37023470
PID:0000400	37163321
PID:0000401	36858250
PID:0000402	36757630
PID:0000403	36349801
PID:0000404	37108200
PID:0000405	37031283
PID:0000406	36897183
PID:0000407	37038008
PID:0000408	37030568
PID:0000409	36787035
PID:0000410	36720372
PID:0000411	35505274
PID:0000412	37189353
PID:0000413	37047057
PID:0000414	37003518
PID:0000415	36999031
PID:0000416	36897988
PID:0000417	36719745
PID:0000418	36890858
PID:0000419	36762763
PID:0000420	36437732
PID:0000421	36177970
PID:0000422	36651292
PID:0000423	36457141
PID:0000424	36852221
PID:0000425	36763635
PID:0000426	36657889
PID:0000427	36577292
PID:0000428	36528750
PID:0000429	36121650
PID:0000430	36638115
PID:0000431	36768830
PID:0000432	36525666
PID:0000433	36733482
PID:0000434	36607856
PID:0000435	36541409
PID:0000436	36426845
PID:0000437	36254612
PID:0000438	36725113
PID:0000439	36255677
PID:0000440	35504805
PID:0000441	36417668
PID:0000442	36494671
PID:0000443	36477529
PID:0000444	36463392
PID:0000445	36125546
PID:0000446	35853560
PID:0000447	35849076
PID:0000448	35727432
PID:0000449	36434633
PID:0000450	36427180
PID:0000451	36084524
PID:0000452	36355761
PID:0000453	36359007
PID:0000454	36347901
PID:0000455	36335131
PID:0000456	36129151
PID:0000457	36125541
PID:0000458	35959971
PID:0000459	35676533
PID:0000460	36359823
PID:0000461	36280747
PID:0000462	36389824
PID:0000463	36253376
PID:0000464	36229592
PID:0000465	36125302
PID:0000466	36191232
PID:0000467	36221351
PID:0000468	36206263
PID:0000469	36231102
PID:0000470	36031042
PID:0000471	35984043
PID:0000472	35961531
PID:0000473	35916053
PID:0000474	35862268
PID:0000475	36213325
PID:0000476	36131114
PID:0000477	36193502
PID:0000478	35925813
PID:0000479	36189319
PID:0000480	36142505
PID:0000481	36080480
PID:0000482	35921896
PID:0000483	35810463
PID:0000484	35514180
PID:0000485	36006984
PID:0000486	35714799
PID:0000487	35789385
PID:0000488	35970845
PID:0000489	35913270
PID:0000490	35934376
PID:0000491	35954297
PID:0000492	35922441
PID:0000493	34423573
PID:0000494	35909886
PID:0000495	35889417
PID:0000496	35887202
PID:0000497	35831428
PID:0000498	35661210
PID:0000499	35576661
PID:0000500	35524940
PID:0000501	35320367
PID:0000502	35142900
PID:0000503	35768493
PID:0000504	35782072
PID:0000505	35743163
PID:0000506	35690611
PID:0000507	35536554
PID:0000508	35682409
PID:0000509	35412111
PID:0000510	35307819
PID:0000511	35255430
PID:0000512	35219175
PID:0000513	35832079
PID:0000514	35543747
PID:0000515	34939124
PID:0000516	35628269
PID:0000517	35106570
PID:0000518	35563555
PID:0000519	35219398
PID:0000520	34794047
PID:0000521	35574008
PID:0000522	35572548
PID:0000523	35341249
PID:0000524	35387659
PID:0000525	35444644
PID:0000526	35334306
PID:0000527	35286803
PID:0000528	35285104
PID:0000529	35156157
PID:0000530	35148948
PID:0000531	35064597
PID:0000532	34939081
PID:0000533	35346112
PID:0000534	35401036
PID:0000535	35282679
PID:0000536	35309324
PID:0000537	34813961
PID:0000538	35122907
PID:0000539	34802050
PID:0000540	33587757
PID:0000541	34379775
PID:0000542	35132862
PID:0000543	35090648
PID:0000544	35197973
PID:0000545	35204742
PID:0000546	34957618
PID:0000547	34808019
PID:0000548	35097120
PID:0000549	35053363
PID:0000550	35056727
PID:0000551	35046949
PID:0000552	34927439
PID:0000553	34972939
PID:0000554	34969731
PID:0000555	34965524
PID:0000556	34957619
PID:0000557	34826687
PID:0000558	34743989
PID:0000559	34673139
PID:0000560	34662441
PID:0000561	34611876
PID:0000562	34611874
PID:0000563	34342257
PID:0000564	34905361
PID:0000565	35003053
PID:0000566	34936658
PID:0000567	34730437
PID:0000568	34350945
PID:0000569	34910746
PID:0000570	34876527
PID:0000571	34324649
PID:0000572	34963738
PID:0000573	34857845
PID:0000574	35485356
PID:0000575	34904495
PID:0000576	34872988
PID:0000577	34871540
PID:0000578	34748163
PID:0000579	34652821
PID:0000580	34549452
PID:0000581	33509023
PID:0000582	34899708
PID:0000583	34817689
PID:0000584	34549985
PID:0000585	34798808
PID:0000586	34590826
PID:0000587	34192331
PID:0000588	34192302
PID:0000589	34748320
PID:0000590	34694774
PID:0000591	34762717
PID:0000592	34623365
PID:0000593	34731616
PID:0000594	34625256
PID:0000595	34559939
PID:0000596	34523014
PID:0000597	33881228
PID:0000598	33843053
PID:0000599	33560722
PID:0000600	34770808
PID:0000601	34745102
PID:0000602	34461439
PID:0000603	34648567
PID:0000604	34644263
PID:0000605	33792699
PID:0000606	34721399
PID:0000607	34641547
PID:0000608	34526666
PID:0000609	34131069
PID:0000610	34650556
PID:0000611	34638800
PID:0000612	34551980
PID:0000613	34544457
PID:0000614	34132764
PID:0000615	34576124
PID:0000616	34470205
PID:0000617	34557264
PID:0000618	34539936
PID:0000619	34539672
PID:0000620	34474962
PID:0000621	34403816
PID:0000622	34289749
PID:0000623	34224891
PID:0000624	34117813
PID:0000625	34074422
PID:0000626	34043239
PID:0000627	33960646
PID:0000628	34500611
PID:0000629	34160580
PID:0000630	34223877
PID:0000631	34351736
PID:0000632	34355888
PID:0000633	34356001
PID:0000634	33904933
PID:0000635	33847896
PID:0000636	33825208
PID:0000637	33729545
PID:0000638	34315420
PID:0000639	34119488
PID:0000640	34253606
PID:0000641	34272452
PID:0000642	34335560
PID:0000643	34298867
PID:0000644	34290711
PID:0000645	33930385
PID:0000646	34256345
PID:0000647	34210959
PID:0000648	34155345
PID:0000649	33970182
PID:0000650	33764665
PID:0000651	34193867
PID:0000652	34188039
PID:0000653	34248947
PID:0000654	34248851
PID:0000655	33926209
PID:0000656	33891963
PID:0000657	33594666
PID:0000658	33735360
PID:0000659	34108014
PID:0000660	34083573
PID:0000661	34101384
PID:0000662	33983715
PID:0000663	33894508
PID:0000664	33878034
PID:0000665	33877489
PID:0000666	33765222
PID:0000667	33707127
PID:0000668	33571582
PID:0000669	33554541
PID:0000670	34006646
PID:0000671	34108961
PID:0000672	34015061
PID:0000673	33911007
PID:0000674	34068442
PID:0000675	34066878
PID:0000676	33909442
PID:0000677	33958659
PID:0000678	33724805
PID:0000679	33135073
PID:0000680	33947960
PID:0000681	33856266
PID:0000682	33657946
PID:0000683	33636501
PID:0000684	33599092
PID:0000685	33516683
PID:0000686	33303715
PID:0000687	33070381
PID:0000688	33618028
PID:0000689	33893239
PID:0000690	33351144
PID:0000691	33923186
PID:0000692	33995654
PID:0000693	33705133
PID:0000694	33916292
PID:0000695	33835347
PID:0000696	33794663
PID:0000697	33507566
PID:0000698	32791164
PID:0000699	32776095
PID:0000700	32681163
PID:0000701	33766097
PID:0000702	33765041
PID:0000703	33645601
PID:0000704	33556683
PID:0000705	33560857
PID:0000706	33654088
PID:0000707	33602390
PID:0000708	33404348
PID:0000709	33345458
PID:0000710	33303693
PID:0000711	33288424
PID:0000712	33068039
PID:0000713	32791891
PID:0000714	33627655
PID:0000715	33560106
PID:0000716	33596915
PID:0000717	33554615
PID:0000718	33670244
PID:0000719	33643311
PID:0000720	33564009
PID:0000721	33562270
PID:0000722	33540792
PID:0000723	33495350
PID:0000724	33547992
PID:0000725	33455069
PID:0000726	33347638
PID:0000727	33111474
PID:0000728	33572915
PID:0000729	33468699
PID:0000730	33477706
PID:0000731	33038510
PID:0000732	33167210
PID:0000733	33519818
PID:0000734	33510557
PID:0000735	32501471
PID:0000736	33435561
PID:0000737	35502731
PID:0000738	34687018
PID:0000739	34495543
PID:0000740	34495542
PID:0000741	34495541
PID:0000742	34331294
PID:0000743	34248005
PID:0000744	33640457
PID:0000745	33610554
PID:0000746	33581409
PID:0000747	33493676
PID:0000748	33307129
PID:0000749	33093149
PID:0000750	32816187
PID:0000751	32739918
PID:0000752	32506457
PID:0000753	33453988
PID:0000754	32998819
PID:0000755	33391282
PID:0000756	33080352
PID:0000757	33211039
PID:0000758	33287410
PID:0000759	33063473
PID:0000760	33271874
PID:0000761	33119808
PID:0000762	33084221
PID:0000763	33009208
PID:0000764	33001366
PID:0000765	32939859
PID:0000766	32807964
PID:0000767	33266306
PID:0000768	33253272
PID:0000769	33260488
PID:0000770	33260328
PID:0000771	33324395
PID:0000772	33255418
PID:0000773	33211910
PID:0000774	33207685
PID:0000775	32749019
PID:0000776	32987010
PID:0000777	33319645
PID:0000778	33154535
PID:0000779	32990680
PID:0000780	33149259
PID:0000781	33087559
PID:0000782	33254553
PID:0000783	33254494
PID:0000784	33243933
PID:0000785	32971290
PID:0000786	32931824
PID:0000787	32898301
PID:0000788	32835658
PID:0000789	32716556
PID:0000790	32700771
PID:0000791	32681751
PID:0000792	32666865
PID:0000793	32659223
PID:0000794	32594109
PID:0000795	32460355
PID:0000796	33128033
PID:0000797	33116268
PID:0000798	32844720
PID:0000799	32826314
PID:0000800	33086064
PID:0000801	32817316
PID:0000802	33060657
PID:0000803	32817216
PID:0000804	33048992
PID:0000805	33037195
PID:0000806	32926786
PID:0000807	33033255
PID:0000808	32980691
PID:0000809	32945502
PID:0000810	32853705
PID:0000811	32767150
PID:0000812	32719555
PID:0000813	32594098
PID:0000814	31964615
PID:0000815	32796070
PID:0000816	32627751
PID:0000817	33101296
PID:0000818	32977741
PID:0000819	32987628
PID:0000820	32973204
PID:0000821	32957376
PID:0000822	32789497
PID:0000823	32744401
PID:0000824	32786443
PID:0000825	32591411
PID:0000826	33042286
PID:0000827	32898175
PID:0000828	32665399
PID:0000829	33050853
PID:0000830	32833579
PID:0000831	32799523
PID:0000832	32759046
PID:0000833	32755839
PID:0000834	32707597
PID:0000835	32692906
PID:0000836	32677771
PID:0000837	32546343
PID:0000838	32502322
PID:0000839	32498834
PID:0000840	32203062
PID:0000841	32736676
PID:0000842	32843681
PID:0000843	32825063
PID:0000844	32672464
PID:0000845	32784866
PID:0000846	32849622
PID:0000847	32568312
PID:0000848	32412768
PID:0000849	32755584
PID:0000850	32644804
PID:0000851	32762458
PID:0000852	32591389
PID:0000853	32583304
PID:0000854	32507236
PID:0000855	32367479
PID:0000856	32367478
PID:0000857	32289257
PID:0000858	31982451
PID:0000859	31889402
PID:0000860	32698784
PID:0000861	32616185
PID:0000862	32510927
PID:0000863	32630302
PID:0000864	32556248
PID:0000865	32522092
PID:0000866	32444247
PID:0000867	32391973
PID:0000868	32269188
PID:0000869	32695109
PID:0000870	32541028
PID:0000871	32598367
PID:0000872	32452513
PID:0000873	32331836
PID:0000874	32502344
PID:0000875	32211690
PID:0000876	32522293
PID:0000877	32550761
PID:0000878	32615722
PID:0000879	32483155
PID:0000880	32361640
PID:0000881	32323120
PID:0000882	32156778
PID:0000883	32103424
PID:0000884	31662441
PID:0000885	32477323
PID:0000886	32356559
PID:0000887	32275575
PID:0000888	32156505
PID:0000889	32157792
PID:0000890	32126396
PID:0000891	32065729
PID:0000892	32041787
PID:0000893	32271809
PID:0000894	32205440
PID:0000895	32107308
PID:0000896	32106961
PID:0000897	32102970
PID:0000898	32087569
PID:0000899	32069353
PID:0000900	32062822
PID:0000901	32030495
PID:0000902	31972605
PID:0000903	31933068
PID:0000904	31900725
PID:0000905	31658499
PID:0000906	32141499
PID:0000907	31973821
PID:0000908	32192063
PID:0000909	32178593
PID:0000910	32066595
PID:0000911	32060138
PID:0000912	31981485
PID:0000913	32205997
PID:0000914	32169063
PID:0000915	32127446
PID:0000916	32014849
PID:0000917	31915204
PID:0000918	31892091
PID:0000919	31887339
PID:0000920	31884067
PID:0000921	31871270
PID:0000922	31857120
PID:0000923	31836847
PID:0000924	30953194
PID:0000925	32175289
PID:0000926	32019882
PID:0000927	32066783
PID:0000928	32045434
PID:0000929	32050527
PID:0000930	31799848
PID:0000931	31574141
PID:0000932	32015012
PID:0000933	31955603
PID:0000934	31918287
PID:0000935	31907993
PID:0000936	31904283
PID:0000937	31894262
PID:0000938	31812909
PID:0000939	31768865
PID:0000940	31711843
PID:0000941	31584066
PID:0000942	31831622
PID:0000943	31941930
PID:0000944	31936807
PID:0000945	31645367
PID:0000946	31714901
PID:0000947	33380299
PID:0000948	32403105
PID:0000949	32321401
PID:0000950	32306342
PID:0000951	32054416
PID:0000952	32042334
PID:0000953	31955582
PID:0000954	31771041
PID:0000955	31729101
PID:0000956	31622036
PID:0000957	31550741
PID:0000958	31216094
PID:0000959	30332938
PID:0000960	31882837
PID:0000961	31877766
PID:0000962	31861777
PID:0000963	31730330
PID:0000964	31748349
PID:0000965	31738061
PID:0000966	31818011
PID:0000967	31817821
PID:0000968	31704286
PID:0000969	31801073
PID:0000970	31721442
PID:0000971	31672652
PID:0000972	31651214
PID:0000973	31595388
PID:0000974	31581071
PID:0000975	31526239
PID:0000976	31393219
PID:0000977	31313980
PID:0000978	30835642
PID:0000979	30805710
PID:0000980	31783892
PID:0000981	31628196
PID:0000982	31776339
PID:0000983	31720594
PID:0000984	31827677
PID:0000985	31732167
PID:0000986	31727974
PID:0000987	31719620
PID:0000988	31698460
PID:0000989	31661093
PID:0000990	31446948
PID:0000991	31551352
PID:0000992	31577134
PID:0000993	31793656
PID:0000994	31672936
PID:0000995	31659304
PID:0000996	31566983
PID:0000997	31471495
PID:0000998	31364262
PID:0000999	31655930
PID:0001000	31667366
PID:0001001	31645587
PID:0001002	31317176
PID:0001003	31500407
PID:0001004	31498587
PID:0001005	31619718
PID:0001006	31586542
PID:0001007	31695778
PID:0001008	31658592
PID:0001009	31601857
PID:0001010	31414088
PID:0001011	31559833
PID:0001012	31521614
PID:0001013	31389667
PID:0001014	31388124
PID:0001015	31308253
PID:0001016	31148596
PID:0001017	31115931
PID:0001018	30793239
PID:0001019	31569686
PID:0001020	31395657
PID:0001021	31317190
PID:0001022	31281932
PID:0001023	31245822
PID:0001024	31527908
PID:0001025	31511582
PID:0001026	31460762
PID:0001027	31509989
PID:0001028	31545316
PID:0001029	31407893
PID:0001030	31250447
PID:0001031	31158451
PID:0001032	31507595
PID:0001033	31451706
PID:0001034	31534520
PID:0001035	31399619
PID:0001036	31283879
PID:0001037	31382537
PID:0001038	31266306
PID:0001039	31450926
PID:0001040	31311714
PID:0001041	31276881
PID:0001042	31229844
PID:0001043	31145522
PID:0001044	31118252
PID:0001045	31063846
PID:0001046	31014754
PID:0001047	30982137
PID:0001048	30905597
PID:0001049	30790285
PID:0001050	30733320
PID:0001051	30674035
PID:0001052	31365539
PID:0001053	31166063
PID:0001054	31346222
PID:0001055	31331074
PID:0001056	31315032
PID:0001057	31296879
PID:0001058	31177770
PID:0001059	31227634
PID:0001060	31136099
PID:0001061	31119796
PID:0001062	31115534
PID:0001063	31112015
PID:0001064	30999209
PID:0001065	31221853
PID:0001066	30850145
PID:0001067	31208374
PID:0001068	31186327
PID:0001069	31285769
PID:0001070	30889355
PID:0001071	31113887
PID:0001072	31261570
PID:0001073	30972697
PID:0001074	30927214
PID:0001075	30915686
PID:0001076	29782424
PID:0001077	31115772
PID:0001078	31025852
PID:0001079	31091244
PID:0001080	30742925
PID:0001081	31084605
PID:0001082	31083443
PID:0001083	30993977
PID:0001084	31076819
PID:0001085	31073726
PID:0001086	30892132
PID:0001087	30738496
PID:0001088	30617132
PID:0001089	30442647
PID:0001090	30334612
PID:0001091	30981729
PID:0001092	30996301
PID:0001093	30882205
PID:0001094	30647079
PID:0001095	30973916
PID:0001096	30910957
PID:0001097	30952968
PID:0001098	31089471
PID:0001099	30957617
PID:0001100	30935420
PID:0001101	30933973
PID:0001102	30888588
PID:0001103	30873590
PID:0001104	30735949
PID:0001105	30709867
PID:0001106	30597092
PID:0001107	30914682
PID:0001108	30910009
PID:0001109	30312386
PID:0001110	30909945
PID:0001111	30273682
PID:0001112	30918432
PID:0001113	30641231
PID:0001114	30870412
PID:0001115	30714583
PID:0001116	30730306
PID:0001117	30907281
PID:0001118	30801341
PID:0001119	30776022
PID:0001120	30729266
PID:0001121	30716566
PID:0001122	30707844
PID:0001123	30692010
PID:0001124	30676690
PID:0001125	30671807
PID:0001126	30645205
PID:0001127	30640124
PID:0001128	30637914
PID:0001129	30582698
PID:0001130	30565163
PID:0001131	30541842
PID:0001132	30535277
PID:0001133	30513349
PID:0001134	30475263
PID:0001135	30445455
PID:0001136	30260032
PID:0001137	29975457
PID:0001138	30818380
PID:0001139	30683310
PID:0001140	30718403
PID:0001141	30829318
PID:0001142	30736847
PID:0001143	30669833
PID:0001144	30778346
PID:0001145	30854239
PID:0001146	30729618
PID:0001147	30484950
PID:0001148	30474148
PID:0001149	30444036
PID:0001150	30391023
PID:0001151	30183373
PID:0001152	30101431
PID:0001153	30700826
PID:0001154	30713537
PID:0001155	30687313
PID:0001156	30626136
PID:0001157	30621113
PID:0001158	30287399
PID:0001159	30343578
PID:0001160	31264551
PID:0001161	31256373
PID:0001162	30905456
PID:0001163	30905455
PID:0001164	30905446
PID:0001165	30852813
PID:0001166	30775897
PID:0001167	30737738
PID:0001168	30592377
PID:0001169	30549137
PID:0001170	30538125
PID:0001171	30471282
PID:0001172	30455330
PID:0001173	30451032
PID:0001174	30365935
PID:0001175	30262052
PID:0001176	30239648
PID:0001177	30171988
PID:0001178	29998822
PID:0001179	29977017
PID:0001180	30592755
PID:0001181	30591082
PID:0001182	30577572
PID:0001183	30552024
PID:0001184	30415777
PID:0001185	30564234
PID:0001186	30627223
PID:0001187	30509115
PID:0001188	30453343
PID:0001189	30268928
PID:0001190	30189188
PID:0001191	30168606
PID:0001192	30149081
PID:0001193	30466404
PID:0001194	30299079
PID:0001195	30395637
PID:0001196	30388165
PID:0001197	30464341
PID:0001198	30452775
PID:0001199	30306612
PID:0001200	30283138
PID:0001201	30238841
PID:0001202	30144410
PID:0001203	30104252
PID:0001204	30101988
PID:0001205	30101373
PID:0001206	30099344
PID:0001207	30096396
PID:0001208	30076562
PID:0001209	29992770
PID:0001210	29981167
PID:0001211	29934665
PID:0001212	29888876
PID:0001213	30405629
PID:0001214	30302011
PID:0001215	30290597
PID:0001216	30194503
PID:0001217	30170218
PID:0001218	30106436
PID:0001219	30062487
PID:0001220	29999571
PID:0001221	29924315
PID:0001222	29520715
PID:0001223	29975661
PID:0001224	30254402
PID:0001225	30181292
PID:0001226	30119885
PID:0001227	29997206
PID:0001228	30216978
PID:0001229	30057317
PID:0001230	30039903
PID:0001231	29945787
PID:0001232	30181542
PID:0001233	30048639
PID:0001234	30030557
PID:0001235	30015888
PID:0001236	29969582
PID:0001237	29963783
PID:0001238	29927052
PID:0001239	29867134
PID:0001240	29794822
PID:0001241	29792883
PID:0001242	29777742
PID:0001243	29701803
PID:0001244	29778566
PID:0001245	30076101
PID:0001246	30118680
PID:0001247	30115020
PID:0001248	30115016
PID:0001249	30111774
PID:0001250	29959030
PID:0001251	30081724
PID:0001252	29930140
PID:0001253	29802864
PID:0001254	29615411
PID:0001255	30040854
PID:0001256	29997173
PID:0001257	30018351
PID:0001258	30105268
PID:0001259	30011875
PID:0001260	29995966
PID:0001261	28956665
PID:0001262	30004843
PID:0001263	29857889
PID:0001264	29749490
PID:0001265	29674052
PID:0001266	29656185
PID:0001267	29631057
PID:0001268	29611383
PID:0001269	29611377
PID:0001270	29529546
PID:0001271	29929535
